wilayah,tahun,periode,id_periode,nilai,nasional,target RKP,target_makro_rpjmn ,target_rkpd,target_kewilayahan_rkp,versi,satuan,sumber,id_indikator,nama_indikator,
5102,2016,03,201603,21900,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5103,2016,03,201603,12910,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5104,2016,03,201603,22130,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5105,2016,03,201603,11210,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5106,2016,03,201603,11660,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5107,2016,03,201603,27120,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5108,2016,03,201603,37550,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5171,2016,03,201603,19170,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5201,2016,03,201603,110850,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5202,2016,03,201603,145370,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5203,2016,03,201603,216180,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5204,2016,03,201603,71660,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5205,2016,03,201603,34310,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5206,2016,03,201603,72360,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5207,2016,03,201603,22470,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5208,2016,03,201603,71020,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5271,2016,03,201603,44810,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5272,2016,03,201603,15420,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5301,2016,03,201603,36210,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5302,2016,03,201603,78190,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5303,2016,03,201603,82570,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5304,2016,03,201603,138430,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5305,2016,03,201603,59340,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5306,2016,03,201603,33130,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5307,2016,03,201603,44950,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5308,2016,03,201603,35180,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5309,2016,03,201603,25650,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5310,2016,03,201603,45140,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5311,2016,03,201603,64650,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5312,2016,03,201603,19760,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5313,2016,03,201603,72650,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5314,2016,03,201603,45060,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5315,2016,03,201603,49550,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5316,2016,03,201603,25340,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5317,2016,03,201603,99260,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5318,2016,03,201603,19180,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5319,2016,03,201603,76370,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5320,2016,03,201603,28580,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5321,2016,03,201603,31140,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
5371,2016,03,201603,39590,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6101,2016,03,201603,44880,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6102,2016,03,201603,18040,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6103,2016,03,201603,44550,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6104,2016,03,201603,14610,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6105,2016,03,201603,20270,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6106,2016,03,201603,53070,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6107,2016,03,201603,40360,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6108,2016,03,201603,24490,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6109,2016,03,201603,11970,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6110,2016,03,201603,25050,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6111,2016,03,201603,10890,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6112,2016,03,201603,27830,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6171,2016,03,201603,34130,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6172,2016,03,201603,11210,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6201,2016,03,201603,14110,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6202,2016,03,201603,27390,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6203,2016,03,201603,19960,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6204,2016,03,201603,6090,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6205,2016,03,201603,6900,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6206,2016,03,201603,2120,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6207,2016,03,201603,2880,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6208,2016,03,201603,14570,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6209,2016,03,201603,10100,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6210,2016,03,201603,6880,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6211,2016,03,201603,6550,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6212,2016,03,201603,8880,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6213,2016,03,201603,7100,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6271,2016,03,201603,9960,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6301,2016,03,201603,15240,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6302,2016,03,201603,14780,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6303,2016,03,201603,17360,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6304,2016,03,201603,15710,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6305,2016,03,201603,6810,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6306,2016,03,201603,14420,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6307,2016,03,201603,16220,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6308,2016,03,201603,15380,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6309,2016,03,201603,15400,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6310,2016,03,201603,17480,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6311,2016,03,201603,7090,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6371,2016,03,201603,28750,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6372,2016,03,201603,11060,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6401,2016,03,201603,23170,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6402,2016,03,201603,12650,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6403,2016,03,201603,55820,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6404,2016,03,201603,30170,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6405,2016,03,201603,11470,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6409,2016,03,201603,11660,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6411,2016,03,201603,2880,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6471,2016,03,201603,17550,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6472,2016,03,201603,38950,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6474,2016,03,201603,8600,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6501,2016,03,201603,5710,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6502,2016,03,201603,11850,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6503,2016,03,201603,1410,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6504,2016,03,201603,9630,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
6571,2016,03,201603,12520,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7101,2016,03,201603,19550,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7102,2016,03,201603,27640,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7103,2016,03,201603,15950,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7104,2016,03,201603,9220,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7105,2016,03,201603,20420,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7106,2016,03,201603,15710,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7107,2016,03,201603,7220,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7108,2016,03,201603,6960,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7109,2016,03,201603,16190,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7110,2016,03,201603,9350,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7111,2016,03,201603,4690,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7171,2016,03,201603,22410,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7172,2016,03,201603,13640,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7173,2016,03,201603,6630,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7174,2016,03,201603,7240,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7201,2016,03,201603,18720,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7202,2016,03,201603,33970,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7203,2016,03,201603,17360,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7204,2016,03,201603,42230,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7205,2016,03,201603,55690,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7206,2016,03,201603,30680,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7207,2016,03,201603,25270,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7208,2016,03,201603,82380,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7209,2016,03,201603,27620,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7210,2016,03,201603,29550,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7211,2016,03,201603,11590,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7212,2016,03,201603,19220,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7271,2016,03,201603,26240,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7301,2016,03,201603,17210,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7302,2016,03,201603,33250,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7303,2016,03,201603,17530,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7304,2016,03,201603,55320,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7305,2016,03,201603,27050,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7306,2016,03,201603,61520,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7307,2016,03,201603,22510,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7308,2016,03,201603,39020,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7309,2016,03,201603,52860,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7310,2016,03,201603,16240,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7311,2016,03,201603,75090,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7312,2016,03,201603,19120,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7313,2016,03,201603,29460,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7314,2016,03,201603,15920,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7315,2016,03,201603,31280,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7316,2016,03,201603,26980,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7317,2016,03,201603,50580,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7318,2016,03,201603,28420,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7322,2016,03,201603,43750,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7325,2016,03,201603,21080,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7326,2016,03,201603,33020,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7371,2016,03,201603,66780,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7372,2016,03,201603,8020,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7373,2016,03,201603,15020,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7401,2016,03,201603,13030,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7402,2016,03,201603,32650,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7403,2016,03,201603,38140,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7404,2016,03,201603,28560,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7405,2016,03,201603,33940,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7406,2016,03,201603,22040,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7407,2016,03,201603,15730,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7408,2016,03,201603,24320,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7409,2016,03,201603,9600,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7410,2016,03,201603,5790,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7411,2016,03,201603,28520,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7412,2016,03,201603,5700,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7413,2016,03,201603,12320,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7414,2016,03,201603,12330,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7415,2016,03,201603,10750,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7471,2016,03,201603,19580,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7472,2016,03,201603,13870,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7501,2016,03,201603,32290,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7502,2016,03,201603,78360,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7503,2016,03,201603,31660,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7504,2016,03,201603,27800,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7505,2016,03,201603,20650,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7571,2016,03,201603,12430,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7601,2016,03,201603,24690,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7602,2016,03,201603,73040,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7603,2016,03,201603,21430,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7604,2016,03,201603,17470,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7605,2016,03,201603,7670,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
7606,2016,03,201603,8430,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8101,2016,03,201603,31530,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8102,2016,03,201603,24560,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8103,2016,03,201603,80280,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8104,2016,03,201603,23530,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8105,2016,03,201603,26480,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8106,2016,03,201603,45030,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8107,2016,03,201603,26890,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8108,2016,03,201603,22530,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8109,2016,03,201603,10130,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8171,2016,03,201603,19640,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8172,2016,03,201603,17120,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8201,2016,03,201603,9840,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8202,2016,03,201603,7100,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8203,2016,03,201603,8790,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8204,2016,03,201603,9060,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8205,2016,03,201603,7590,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8206,2016,03,201603,13480,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8207,2016,03,201603,4380,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8208,2016,03,201603,3730,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8271,2016,03,201603,5740,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
8272,2016,03,201603,4960,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9101,2016,03,201603,19980,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9102,2016,03,201603,9620,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9103,2016,03,201603,11020,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9104,2016,03,201603,20970,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9105,2016,03,201603,40280,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9106,2016,03,201603,8710,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9107,2016,03,201603,26830,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9108,2016,03,201603,9520,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9109,2016,03,201603,5020,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9110,2016,03,201603,13770,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9111,2016,03,201603,7640,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9112,2016,03,201603,11340,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9171,2016,03,201603,41110,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9401,2016,03,201603,24280,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9402,2016,03,201603,83000,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9403,2016,03,201603,16760,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9404,2016,03,201603,36990,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9408,2016,03,201603,25530,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9409,2016,03,201603,38100,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9410,2016,03,201603,65180,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9411,2016,03,201603,44270,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9412,2016,03,201603,30120,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9413,2016,03,201603,13380,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9414,2016,03,201603,24820,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9415,2016,03,201603,24970,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9416,2016,03,201603,74540,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9417,2016,03,201603,22790,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9418,2016,03,201603,45330,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9419,2016,03,201603,5130,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
9420,2016,03,201603,9260,28005390,,,,,2016-07-20,Orang,Badan Pusat Statistik,40,ind1_jumlahmiskin,
