wilayah,tahun,periode,id_periode,nilai_struktur,nasional,nilai_pertumbuhan,target_makro_rpjmn ,target_rkpd,target_kewilayahan_rkp,versi,satuan,sumber,id_indikator,nama_indikator
1800,2020,01,202001,11.99,,2.68,,,,2022-03-01,%,Badan Pusat Statistik,70,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor
1800,2020,01,202001,5.30,,7.31,,,,2022-03-01,%,Badan Pusat Statistik,71,Transportasi dan Pergudangan
1800,2020,01,202001,1.67,,9.87,,,,2022-03-01,%,Badan Pusat Statistik,72,Penyediaan Akomodasi dan Makan Minum
1800,2020,01,202001,4.01,,6.65,,,,2022-03-01,%,Badan Pusat Statistik,73,Informasi dan Komunikasi
1800,2020,01,202001,2.13,,6.71,,,,2022-03-01,%,Badan Pusat Statistik,74,Jasa Keuangan dan Asuransi
1800,2020,01,202001,3.10,,5.77,,,,2022-03-01,%,Badan Pusat Statistik,75,Real Estat
1800,2020,01,202001,0.15,,3.59,,,,2022-03-01,%,Badan Pusat Statistik,76,Jasa Perusahaan
1800,2020,01,202001,3.40,,3.92,,,,2022-03-01,%,Badan Pusat Statistik,77,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib"
1800,2020,01,202001,3.04,,7.18,,,,2022-03-01,%,Badan Pusat Statistik,78,Jasa Pendidikan
1800,2020,01,202001,0.98,,7.72,,,,2022-03-01,%,Badan Pusat Statistik,79,Jasa Kesehatan dan Kegiatan Sosial
1800,2020,01,202001,0.98,,10.78,,,,2022-03-01,%,Badan Pusat Statistik,80,Jasa Lainnya
1800,2020,01,202001,0.00,,0.00,,,,2022-03-01,%,Badan Pusat Statistik,81,Produk Domestik Regional Bruto dengan migas
1900,2020,01,202001,19.07,,5.31,,,,2022-03-01,%,Badan Pusat Statistik,64,"Pertanian, Kehutanan, dan Perikanan"
1900,2020,01,202001,8.55,,-7.91,,,,2022-03-01,%,Badan Pusat Statistik,65,Pertambangan dan Penggalian
1900,2020,01,202001,18.38,,-2.86,,,,2022-03-01,%,Badan Pusat Statistik,66,Industri Pengolahan
1900,2020,01,202001,0.13,,9.56,,,,2022-03-01,%,Badan Pusat Statistik,67,Pengadaan Listrik dan Gas
1900,2020,01,202001,0.02,,13.00,,,,2022-03-01,%,Badan Pusat Statistik,68,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang"
1900,2020,01,202001,10.63,,5.68,,,,2022-03-01,%,Badan Pusat Statistik,69,Konstruksi
1900,2020,01,202001,15.82,,1.96,,,,2022-03-01,%,Badan Pusat Statistik,70,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor
1900,2020,01,202001,4.27,,-1.13,,,,2022-03-01,%,Badan Pusat Statistik,71,Transportasi dan Pergudangan
1900,2020,01,202001,3.18,,5.95,,,,2022-03-01,%,Badan Pusat Statistik,72,Penyediaan Akomodasi dan Makan Minum
1900,2020,01,202001,2.08,,13.98,,,,2022-03-01,%,Badan Pusat Statistik,73,Informasi dan Komunikasi
1900,2020,01,202001,1.92,,-3.55,,,,2022-03-01,%,Badan Pusat Statistik,74,Jasa Keuangan dan Asuransi
1900,2020,01,202001,3.73,,7.37,,,,2022-03-01,%,Badan Pusat Statistik,75,Real Estat
1900,2020,01,202001,0.29,,-5.99,,,,2022-03-01,%,Badan Pusat Statistik,76,Jasa Perusahaan
1900,2020,01,202001,6.27,,4.06,,,,2022-03-01,%,Badan Pusat Statistik,77,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib"
1900,2020,01,202001,3.19,,9.34,,,,2022-03-01,%,Badan Pusat Statistik,78,Jasa Pendidikan
1900,2020,01,202001,1.50,,15.38,,,,2022-03-01,%,Badan Pusat Statistik,79,Jasa Kesehatan dan Kegiatan Sosial
1900,2020,01,202001,0.97,,6.79,,,,2022-03-01,%,Badan Pusat Statistik,80,Jasa Lainnya
1900,2020,01,202001,0.00,,0.00,,,,2022-03-01,%,Badan Pusat Statistik,81,Produk Domestik Regional Bruto dengan migas
2100,2020,01,202001,3.36,,2.31,,,,2022-03-01,%,Badan Pusat Statistik,64,"Pertanian, Kehutanan, dan Perikanan"
2100,2020,01,202001,12.79,,-0.96,,,,2022-03-01,%,Badan Pusat Statistik,65,Pertambangan dan Penggalian
2100,2020,01,202001,38.58,,4.29,,,,2022-03-01,%,Badan Pusat Statistik,66,Industri Pengolahan
2100,2020,01,202001,1.03,,2.01,,,,2022-03-01,%,Badan Pusat Statistik,67,Pengadaan Listrik dan Gas
2100,2020,01,202001,0.11,,0.07,,,,2022-03-01,%,Badan Pusat Statistik,68,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang"
2100,2020,01,202001,19.34,,4.70,,,,2022-03-01,%,Badan Pusat Statistik,69,Konstruksi
2100,2020,01,202001,9.13,,0.81,,,,2022-03-01,%,Badan Pusat Statistik,70,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor
2100,2020,01,202001,2.28,,-7.21,,,,2022-03-01,%,Badan Pusat Statistik,71,Transportasi dan Pergudangan
2100,2020,01,202001,1.64,,-19.37,,,,2022-03-01,%,Badan Pusat Statistik,72,Penyediaan Akomodasi dan Makan Minum
2100,2020,01,202001,2.28,,5.88,,,,2022-03-01,%,Badan Pusat Statistik,73,Informasi dan Komunikasi
2100,2020,01,202001,2.72,,-1.15,,,,2022-03-01,%,Badan Pusat Statistik,74,Jasa Keuangan dan Asuransi
2100,2020,01,202001,1.38,,2.88,,,,2022-03-01,%,Badan Pusat Statistik,75,Real Estat
2100,2020,01,202001,0.00,,-30.88,,,,2022-03-01,%,Badan Pusat Statistik,76,Jasa Perusahaan
2100,2020,01,202001,2.53,,6.25,,,,2022-03-01,%,Badan Pusat Statistik,77,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib"
2100,2020,01,202001,1.65,,2.49,,,,2022-03-01,%,Badan Pusat Statistik,78,Jasa Pendidikan
2100,2020,01,202001,0.84,,0.56,,,,2022-03-01,%,Badan Pusat Statistik,79,Jasa Kesehatan dan Kegiatan Sosial
2100,2020,01,202001,0.35,,-30.52,,,,2022-03-01,%,Badan Pusat Statistik,80,Jasa Lainnya
2100,2020,01,202001,0.00,,0.00,,,,2022-03-01,%,Badan Pusat Statistik,81,Produk Domestik Regional Bruto dengan migas
