wilayah,tahun,periode,id_periode,nilai_struktur,nasional,nilai_pertumbuhan,target_makro_rpjmn ,target_rkpd,target_kewilayahan_rkp,versi,satuan,sumber,id_indikator,nama_indikator,,
1000,2021,01,202101,3.33,4.44,,,,,2022-10-24,%,Badan Pusat Statistik,64,Pertanian, Kehutanan, dan Perikanan
